DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2007-01-08,2241.36,207.568,239.57695,6.5516667,0.0,467.0,17547.0,19342.0,28.36,10.2,0.6,0.0,0.0
2007-01-09,1869.054,207.248,240.48752,5.521111,1688.0,4267.0,9790.0,15405.9,28.36,10.2,0.6,0.0,0.0
2007-01-10,2154.8,228.452,241.02745,6.357778,771.0,4456.0,11012.0,19674.334,28.36,10.2,0.6,0.0,0.0
2007-01-11,2255.194,230.02,241.15569,6.6583333,1378.0,2170.0,12415.0,21623.566,28.36,10.2,0.6,0.0,0.0
2007-01-12,1461.296,199.14,241.53822,4.309167,0.0,439.0,8276.0,15639.934,28.36,10.2,0.6,0.0,0.0
2007-01-13,3186.814,290.736,239.28362,9.453055,7806.0,2975.0,11341.0,30991.566,28.36,10.2,0.6,0.0,0.0
2007-01-14,3011.038,227.432,238.81801,8.971666,1777.0,4215.0,12991.0,31200.967,28.36,10.2,0.6,0.0,0.0
2007-01-15,2148.678,174.86,241.2409,6.2615275,1099.0,2239.0,15163.0,17310.3,28.36,10.2,0.6,0.0,0.0
2007-01-16,1686.404,185.428,241.94475,4.975972,2063.0,644.0,6583.0,18816.732,28.36,10.2,0.6,0.0,0.0
2007-01-17,2847.688,200.752,241.00525,8.283889,3500.0,5737.0,16064.0,22160.467,28.36,10.2,0.6,0.0,0.0
2007-01-18,1821.462,177.712,240.8936,5.3425,0.0,336.0,13491.0,16530.7,28.36,10.2,0.6,0.0,0.0
2007-01-19,1480.44,170.052,240.16093,4.37625,2103.0,330.0,7172.0,15069.0,28.36,10.2,0.6,0.0,0.0
2007-01-20,3133.732,238.362,238.86746,9.348056,4324.0,5222.0,11440.0,31242.867,28.36,10.2,0.6,0.0,0.0
2007-01-21,3407.262,229.73601,238.96812,10.190694,10346.0,5567.0,11599.0,29275.7,28.36,10.2,0.6,0.0,0.0
2007-01-22,2180.494,168.642,241.60312,6.3552775,1054.0,2983.0,11361.0,20943.566,28.36,10.2,0.6,0.0,0.0
2007-01-23,1777.64,138.28,242.76256,5.2608333,0.0,1064.0,5061.0,23502.334,28.36,10.2,0.6,0.0,0.0
2007-01-24,2987.854,178.06,241.4577,8.733611,3464.0,2480.0,11744.0,32109.566,28.36,10.2,0.6,0.0,0.0
2007-01-25,1596.344,144.16,243.42438,4.629306,1158.0,262.0,11239.0,13946.733,28.36,10.2,0.6,0.0,0.0
2007-01-26,1617.972,142.902,242.77179,4.721389,1163.0,261.0,8238.0,17304.2,28.36,10.2,0.6,0.0,0.0
2007-01-27,2044.072,148.242,241.61658,5.949861,1170.0,3896.0,12374.0,16627.867,28.36,10.2,0.6,0.0,0.0
2007-01-28,3092.35,153.606,240.30212,9.133612,3466.0,3997.0,12062.0,32014.166,28.36,10.2,0.6,0.0,0.0
2007-01-29,1982.664,165.696,240.9296,5.788889,1123.0,294.0,15254.0,16373.4,28.36,10.2,0.6,0.0,0.0
2007-01-30,1707.798,180.934,241.84088,5.0281944,1123.0,1424.0,8149.0,17767.3,28.36,10.2,0.6,0.0,0.0
2007-01-31,2363.752,185.988,239.92114,6.923611,0.0,5950.0,15052.0,18393.867,28.36,10.2,0.6,0.0,0.0
2007-02-01,1824.76,150.264,240.39215,5.3325,1170.0,386.0,13145.0,15711.667,84.117,13.333,6.5,3.0,0.0
2007-02-02,1667.736,139.542,240.3344,4.8708334,0.0,356.0,11338.0,16101.6,84.117,13.333,6.5,3.0,0.0
2007-02-03,4029.722,245.824,238.9102,11.815972,4746.0,4573.0,17834.0,40009.035,84.117,13.333,6.5,3.0,0.0
2007-02-04,3595.94,186.494,239.63333,10.565416,3391.0,4597.0,14472.0,37472.332,84.117,13.333,6.5,3.0,0.0
2007-02-05,1645.28,147.228,240.8103,4.8204165,896.0,2564.0,7849.0,16112.333,84.117,13.333,6.5,3.0,0.0
2007-02-06,1273.48,142.566,241.26414,3.7719445,1185.0,405.0,4517.0,15117.667,84.117,13.333,6.5,3.0,0.0
2007-02-07,2328.018,177.70801,241.14969,6.7916665,3299.0,3513.0,11986.0,20002.3,84.117,13.333,6.5,3.0,0.0
2007-02-08,1801.4141,138.896,241.7973,5.2483335,2226.0,366.0,10157.0,17274.566,84.117,13.333,6.5,3.0,0.0
2007-02-09,1620.198,158.066,241.74045,4.7272224,0.0,3045.0,9770.0,14188.3,84.117,13.333,6.5,3.0,0.0
2007-02-10,2829.328,192.974,240.03683,8.30375,5071.0,2831.0,14405.0,24848.467,84.117,13.333,6.5,3.0,0.0
2007-02-11,3571.228,204.314,239.50613,10.526805,2430.0,4765.0,13114.0,39211.465,84.117,13.333,6.5,3.0,0.0
2007-02-12,1877.61,136.704,240.0985,5.5034723,2227.0,399.0,11517.0,17150.5,84.117,13.333,6.5,3.0,0.0
2007-02-13,1414.546,134.678,241.16685,4.14375,0.0,2828.0,6256.0,14491.767,84.117,13.333,6.5,3.0,0.0
2007-02-14,2498.672,202.506,240.3754,7.315139,3295.0,3793.0,11579.0,22977.533,84.117,13.333,6.5,3.0,0.0
2007-02-15,1985.346,165.964,240.66922,5.8202777,0.0,2363.0,14028.0,16698.1,84.117,13.333,6.5,3.0,0.0
2007-02-16,1702.528,151.686,240.82094,5.046528,1148.0,859.0,8689.0,17679.467,84.117,13.333,6.5,3.0,0.0
2007-02-17,2076.912,238.968,239.31604,6.1291666,1765.0,2226.0,7157.0,23467.2,84.117,13.333,6.5,3.0,0.0
2007-02-18,3829.762,255.522,239.1708,11.238889,6107.0,8003.0,13129.0,36590.367,84.117,13.333,6.5,3.0,0.0
2007-02-19,2186.614,176.584,239.78958,6.442222,1634.0,2900.0,13085.0,18824.566,84.117,13.333,6.5,3.0,0.0
2007-02-20,3149.928,187.158,239.86545,9.168472,2058.0,5191.0,9713.0,35536.8,84.117,13.333,6.5,3.0,0.0
2007-02-21,2072.874,189.87,240.46095,6.074445,3527.0,2332.0,11548.0,17140.9,84.117,13.333,6.5,3.0,0.0
2007-02-22,3375.57,138.074,238.62021,9.874861,1409.0,4129.0,12285.0,38436.5,84.117,13.333,6.5,3.0,0.0
2007-02-23,1313.48,149.344,240.68596,3.8254168,0.0,503.0,10786.0,10602.333,84.117,13.333,6.5,3.0,0.0
2007-02-24,714.922,122.202,239.86311,2.0858333,0.0,363.0,3562.0,7990.3667,84.117,13.333,6.5,3.0,0.0
2007-02-25,501.74,113.736,241.68155,1.4622223,0.0,329.0,1660.0,6373.3335,84.117,13.333,6.5,3.0,0.0
2007-02-26,568.484,108.28,241.27359,1.6588889,0.0,331.0,2830.0,6313.7334,84.117,13.333,6.5,3.0,0.0
2007-02-27,518.112,113.204,242.94427,1.5245832,0.0,314.0,1924.0,6397.2,84.117,13.333,6.5,3.0,0.0
2007-02-28,520.774,113.372,242.15959,1.5284722,0.0,340.0,1973.0,6366.567,84.117,13.333,6.5,3.0,0.0
2007-03-01,517.564,107.628,241.3214,1.508889,0.0,316.0,1980.0,6330.067,43.217,12.833,2.667,0.0,0.0
2007-03-02,515.688,107.008,240.5916,1.5068055,0.0,340.0,1969.0,6285.8,43.217,12.833,2.667,0.0,0.0
2007-03-03,819.122,134.992,241.28809,2.4011111,0.0,347.0,4597.0,8708.033,43.217,12.833,2.667,0.0,0.0
2007-03-04,2090.7,175.682,240.0298,6.1581945,1476.0,8711.0,9408.0,15250.0,43.217,12.833,2.667,0.0,0.0
2007-03-05,2660.332,205.956,240.0309,7.8402777,5727.0,12109.0,10026.0,16476.867,43.217,12.833,2.667,0.0,0.0
2007-03-06,1246.5,186.148,240.98807,3.6956942,0.0,1740.0,4700.0,14335.0,43.217,12.833,2.667,0.0,0.0
2007-03-07,2375.206,171.2,240.32356,6.9350004,1076.0,4761.0,15513.0,18236.768,43.217,12.833,2.667,0.0,0.0
2007-03-08,1572.132,187.404,240.66544,4.6651387,2180.0,3385.0,6655.0,13982.2,43.217,12.833,2.667,0.0,0.0
2007-03-09,1272.6119,119.238,240.88846,3.73125,1093.0,345.0,8631.0,11141.2,43.217,12.833,2.667,0.0,0.0
2007-03-10,2484.712,243.528,239.80284,7.3419447,4130.0,5422.0,10979.0,20880.867,43.217,12.833,2.667,0.0,0.0
2007-03-11,3480.636,173.37401,240.0073,10.121528,4810.0,3420.0,9500.0,40280.6,43.217,12.833,2.667,0.0,0.0
2007-03-12,1950.668,134.422,240.55873,5.728472,1403.0,2841.0,12353.0,15914.134,43.217,12.833,2.667,0.0,0.0
2007-03-13,1290.144,126.718,240.89796,3.8056946,1350.0,3859.0,5323.0,10970.4,43.217,12.833,2.667,0.0,0.0
2007-03-14,1793.364,157.522,240.7773,5.2675,3485.0,480.0,8607.0,17317.4,43.217,12.833,2.667,0.0,0.0
2007-03-15,1884.814,159.326,240.28049,5.5231943,0.0,3263.0,11036.0,17114.566,43.217,12.833,2.667,0.0,0.0
2007-03-16,1702.054,130.20801,239.52713,4.992361,1106.0,4604.0,5370.0,17287.566,43.217,12.833,2.667,0.0,0.0
2007-03-17,2028.09,127.068,238.22466,5.946111,2208.0,359.0,12275.0,18959.5,43.217,12.833,2.667,0.0,0.0
2007-03-18,2371.046,241.45,241.04784,7.007917,6564.0,7369.0,5856.0,19728.434,43.217,12.833,2.667,0.0,0.0
2007-03-19,2152.518,144.764,240.49709,6.2819443,1648.0,2686.0,14118.0,17423.3,43.217,12.833,2.667,0.0,0.0
2007-03-20,2086.228,164.87,240.81564,6.15125,3745.0,2837.0,11255.0,16933.467,43.217,12.833,2.667,0.0,0.0
2007-03-21,2142.092,142.83,240.98665,6.2372217,1865.0,4133.0,12335.0,17368.533,43.217,12.833,2.667,0.0,0.0
2007-03-22,1454.978,113.826,241.76352,4.223056,353.0,736.0,10462.0,12698.634,43.217,12.833,2.667,0.0,0.0
2007-03-23,1309.008,119.488,241.6455,3.80375,1127.0,777.0,8369.0,11543.8,43.217,12.833,2.667,0.0,0.0
2007-03-24,2968.43,191.024,239.70447,8.703333,3707.0,5797.0,16382.0,23587.834,43.217,12.833,2.667,0.0,0.0
2007-03-25,3336.506,236.1,240.0348,9.716666,4630.0,3600.0,9358.0,38020.434,43.217,12.833,2.667,0.0,0.0
2007-03-26,1416.082,160.966,241.3368,4.1830554,1088.0,344.0,9096.0,13073.366,43.217,12.833,2.667,0.0,0.0
2007-03-27,1105.14,151.726,240.60197,3.2965279,0.0,3019.0,3697.0,11703.0,43.217,12.833,2.667,0.0,0.0
2007-03-28,2333.898,196.518,240.44461,6.8545833,1122.0,8527.0,13888.0,15361.3,43.217,12.833,2.667,0.0,0.0
2007-03-29,1590.406,198.696,240.5367,4.6768055,1162.0,460.0,10724.0,14160.767,43.217,12.833,2.667,0.0,0.0
2007-03-30,1402.394,181.128,241.03923,4.1895833,1094.0,468.0,8217.0,13594.233,43.217,12.833,2.667,0.0,0.0
2007-03-31,3509.51,231.504,239.26076,10.264723,2620.0,7707.0,17682.0,30482.834,43.217,12.833,2.667,0.0,0.0
2007-04-01,2785.952,202.552,240.02448,8.149445,4629.0,5401.0,19509.0,16893.533,10.567,1.0,0.833,0.667,0.0
2007-04-02,1960.778,174.336,240.46011,5.712639,1755.0,970.0,16641.0,13313.634,10.567,1.0,0.833,0.667,0.0
2007-04-03,1642.82,168.76,240.50494,4.84625,3630.0,1042.0,7637.0,15071.333,10.567,1.0,0.833,0.667,0.0
2007-04-04,2051.868,172.318,240.33179,5.98625,3434.0,420.0,14748.0,15595.8,10.567,1.0,0.833,0.667,0.0
2007-04-05,1844.078,244.538,241.17311,5.4915276,1086.0,4277.0,10523.0,14848.634,10.567,1.0,0.833,0.667,0.0
2007-04-06,1601.14,143.214,241.18446,4.688611,0.0,5466.0,9166.0,12053.667,10.567,1.0,0.833,0.667,0.0
2007-04-07,1553.924,138.73,240.37859,4.5645833,1127.0,3111.0,5923.0,15737.733,10.567,1.0,0.833,0.667,0.0
2007-04-08,1608.816,135.882,240.34918,4.719861,0.0,485.0,3545.0,22783.6,10.567,1.0,0.833,0.667,0.0
2007-04-09,1000.92,160.11,240.55048,2.9745831,2667.0,514.0,3801.0,9700.0,10.567,1.0,0.833,0.667,0.0
2007-04-10,777.364,148.94,240.81369,2.347361,209.0,742.0,2572.0,9433.066,10.567,1.0,0.833,0.667,0.0
2007-04-11,887.482,192.446,241.15482,2.61875,0.0,1112.0,6421.0,7258.3667,10.567,1.0,0.833,0.667,0.0
2007-04-12,537.706,147.812,240.25606,1.5979167,0.0,541.0,1818.0,6602.7666,10.567,1.0,0.833,0.667,0.0
2007-04-13,551.022,151.64,240.05048,1.6433333,0.0,558.0,1988.0,6637.7,10.567,1.0,0.833,0.667,0.0
2007-04-14,554.268,155.61,240.31316,1.6513889,0.0,578.0,2008.0,6651.8,10.567,1.0,0.833,0.667,0.0
2007-04-15,726.164,171.544,240.2367,2.1865277,0.0,1026.0,2893.0,8183.7334,10.567,1.0,0.833,0.667,0.0
2007-04-16,952.39,186.074,240.65714,2.8725,952.0,1305.0,4656.0,8960.167,10.567,1.0,0.833,0.667,0.0
2007-04-17,1223.734,218.354,240.19566,3.690833,1532.0,389.0,6199.0,12275.566,10.567,1.0,0.833,0.667,0.0
2007-04-18,998.246,165.224,240.14679,2.9954166,1579.0,355.0,3430.0,11273.434,10.567,1.0,0.833,0.667,0.0
2007-04-19,1028.658,149.66,240.42984,3.0558333,733.0,1605.0,5748.0,9058.3,10.567,1.0,0.833,0.667,0.0
2007-04-20,822.58,145.646,240.1329,2.4948611,1069.0,360.0,3499.0,8781.667,10.567,1.0,0.833,0.667,0.0
2007-04-21,1673.656,212.658,239.21324,5.0356946,6575.0,463.0,11129.0,9727.267,10.567,1.0,0.833,0.667,0.0
2007-04-22,2233.714,267.194,239.60887,6.6884723,4264.0,2287.0,11102.0,19575.566,10.567,1.0,0.833,0.667,0.0
2007-04-23,1054.566,135.64,237.23566,3.2641666,1402.0,506.0,6005.0,9663.1,10.567,1.0,0.833,0.667,0.0
2007-04-24,1032.1,135.264,235.34492,3.1448612,1125.0,527.0,6680.0,8869.667,10.567,1.0,0.833,0.667,0.0
2007-04-25,1264.162,164.73601,234.9411,3.8580556,0.0,1469.0,8812.0,10788.366,10.567,1.0,0.833,0.667,0.0
2007-04-26,1275.466,163.606,234.78731,3.9237502,1324.0,1845.0,7163.0,10925.767,10.567,1.0,0.833,0.667,0.0
2007-04-27,1094.332,161.928,235.21617,3.3125,1772.0,545.0,4756.0,11165.866,10.567,1.0,0.833,0.667,0.0
2007-04-28,720.88605,298.012,236.20714,2.2355554,0.0,18.0,0.0,11996.767,10.567,1.0,0.833,0.667,0.0
2007-04-29,708.48004,299.52002,236.23999,2.2,0.0,0.0,0.0,11808.0,10.567,1.0,0.833,0.667,0.0
2007-04-30,845.91003,251.43001,235.69202,2.6156945,1214.0,500.0,1131.0,11253.5,10.567,1.0,0.833,0.667,0.0
2007-05-01,1663.858,181.608,234.67871,5.0733333,4005.0,995.0,8546.0,14184.967,81.367,13.0,6.667,2.333,0.0
2007-05-02,1003.486,160.092,235.58208,3.1415277,7.0,1490.0,3754.0,11473.767,81.367,13.0,6.667,2.333,0.0
2007-05-03,1090.238,150.942,235.1349,3.307639,1906.0,1725.0,7836.0,6703.6333,81.367,13.0,6.667,2.333,0.0
2007-05-04,998.128,174.74,235.7102,3.0780554,2259.0,538.0,3990.0,9848.467,81.367,13.0,6.667,2.333,0.0
2007-05-05,1563.052,174.102,235.03502,4.736111,2913.0,2493.0,11303.0,9341.866,81.367,13.0,6.667,2.333,0.0
2007-05-06,2102.104,182.336,234.40965,6.4090276,3215.0,949.0,10095.0,20776.066,81.367,13.0,6.667,2.333,0.0
2007-05-07,1643.664,168.918,234.53697,4.9809723,946.0,4935.0,9433.0,12080.4,81.367,13.0,6.667,2.333,0.0
2007-05-08,1789.292,181.612,234.90623,5.356389,4581.0,2011.0,8777.0,14452.533,81.367,13.0,6.667,2.333,0.0
2007-05-09,1665.736,183.484,234.87372,5.056111,3018.0,5631.0,9474.0,9639.267,81.367,13.0,6.667,2.333,0.0
2007-05-10,707.884,168.314,235.79626,2.2068057,946.0,534.0,3261.0,7057.067,81.367,13.0,6.667,2.333,0.0
2007-05-11,979.154,132.096,235.22975,3.0276387,926.0,491.0,6471.0,8431.233,81.367,13.0,6.667,2.333,0.0
2007-05-12,1441.566,209.172,234.7229,4.3605556,2247.0,1075.0,10408.0,10296.1,81.367,13.0,6.667,2.333,0.0
2007-05-13,1634.738,220.67,235.70871,4.9691668,3612.0,2414.0,8958.0,12261.634,81.367,13.0,6.667,2.333,0.0
2007-05-14,1467.782,298.552,235.69006,4.5741663,3176.0,2417.0,5517.0,13353.033,81.367,13.0,6.667,2.333,0.0
2007-05-15,904.392,111.182,235.612,2.7333333,0.0,408.0,5318.0,9347.2,81.367,13.0,6.667,2.333,0.0
2007-05-16,1692.944,135.894,235.2608,5.0718055,2213.0,5756.0,9077.0,11169.733,81.367,13.0,6.667,2.333,0.0
2007-05-17,1231.816,131.188,235.86847,3.7209723,1014.0,2073.0,7687.0,9756.267,81.367,13.0,6.667,2.333,0.0
2007-05-18,1631.53,171.258,235.9946,4.8766665,3270.0,3913.0,8116.0,11893.167,81.367,13.0,6.667,2.333,0.0
2007-05-19,1429.442,167.858,234.94473,4.3193054,4683.0,530.0,7022.0,11589.033,81.367,13.0,6.667,2.333,0.0
2007-05-20,1968.328,187.532,235.34811,5.941528,5420.0,1733.0,7611.0,18041.467,81.367,13.0,6.667,2.333,0.0
2007-05-21,1120.062,117.28,234.69191,3.3386111,0.0,468.0,9060.0,9139.7,81.367,13.0,6.667,2.333,0.0
2007-05-22,1132.852,128.916,235.48058,3.3998609,931.0,3966.0,3984.0,9999.866,81.367,13.0,6.667,2.333,0.0
2007-05-23,1464.936,165.878,234.8125,4.3975,956.0,3792.0,8119.0,11548.6,81.367,13.0,6.667,2.333,0.0
2007-05-24,1154.3881,135.56,235.54607,3.4620833,955.0,4116.0,4746.0,9422.8,81.367,13.0,6.667,2.333,0.0
2007-05-25,1614.22,174.588,234.4472,4.863472,8060.0,586.0,6539.0,11718.667,81.367,13.0,6.667,2.333,0.0
2007-05-26,1512.248,174.24,235.06989,4.5627775,2373.0,2754.0,8628.0,11449.134,81.367,13.0,6.667,2.333,0.0
2007-05-27,2153.808,219.894,234.90845,6.506528,4366.0,5534.0,10444.0,15552.8,81.367,13.0,6.667,2.333,0.0
2007-05-28,1637.468,151.1,234.90657,4.9219446,4554.0,473.0,9586.0,12678.134,81.367,13.0,6.667,2.333,0.0
2007-05-29,1061.34,113.244,235.69435,3.2072222,0.0,1907.0,4332.0,11450.0,81.367,13.0,6.667,2.333,0.0
2007-05-30,1609.866,147.058,234.8314,4.828472,2250.0,5948.0,7804.0,10829.1,81.367,13.0,6.667,2.333,0.0
2007-05-31,938.55,129.586,235.09653,2.7918055,935.0,477.0,3552.0,10678.5,81.367,13.0,6.667,2.333,0.0
2007-06-01,1045.374,143.42,235.32307,3.135,0.0,483.0,7664.0,9275.9,45.467,10.333,4.0,0.667,0.0
2007-06-02,1484.362,166.108,234.46902,4.4740276,3971.0,1250.0,7633.0,11885.366,45.467,10.333,4.0,0.667,0.0
2007-06-03,2108.026,182.45801,234.76237,6.3529167,4985.0,7529.0,8334.0,14285.767,45.467,10.333,4.0,0.667,0.0
2007-06-04,911.618,223.192,234.74806,2.8222222,1585.0,836.0,4533.0,8239.634,45.467,10.333,4.0,0.667,0.0
2007-06-05,1458.892,255.692,234.69278,4.465139,4484.0,1027.0,6448.0,12355.867,45.467,10.333,4.0,0.667,0.0
2007-06-06,1695.572,231.138,234.62144,5.110972,3330.0,829.0,11680.0,12420.533,45.467,10.333,4.0,0.667,0.0
2007-06-07,985.002,172.334,234.47879,2.982361,985.0,699.0,3959.0,10773.7,45.467,10.333,4.0,0.667,0.0
2007-06-08,2148.046,229.732,236.19743,6.4481945,2799.0,11440.0,11380.0,10181.767,45.467,10.333,4.0,0.667,0.0
2007-06-09,1093.02,230.73601,240.72414,3.2668056,852.0,599.0,6590.0,10176.0,45.467,10.333,4.0,0.667,0.0
2007-06-10,1340.812,239.092,240.8443,4.0056944,4202.0,1924.0,5983.0,10237.866,45.467,10.333,4.0,0.667,0.0
2007-06-11,794.654,194.634,240.85675,2.4179168,0.0,487.0,5328.0,7429.2334,45.467,10.333,4.0,0.667,0.0
2007-06-12,918.766,216.416,240.22488,2.858611,1882.0,475.0,3898.0,9057.767,45.467,10.333,4.0,0.667,0.0
2007-06-13,927.272,208.26,240.39761,2.8174999,957.0,857.0,5216.0,8424.533,45.467,10.333,4.0,0.667,0.0
2007-06-14,1259.084,231.696,239.8478,3.7833333,3322.0,2147.0,7054.0,8461.733,45.467,10.333,4.0,0.667,0.0
2007-06-15,989.604,251.762,240.46439,3.0662498,2269.0,4011.0,4547.0,5666.4,45.467,10.333,4.0,0.667,0.0
2007-06-16,2017.762,307.558,239.5017,5.975,3289.0,4498.0,11108.0,14734.366,45.467,10.333,4.0,0.667,0.0
2007-06-17,1947.09,239.814,240.21918,5.769305,4124.0,5038.0,8734.0,14555.5,45.467,10.333,4.0,0.667,0.0
2007-06-18,678.474,180.81,240.7762,2.07875,0.0,529.0,4241.0,6537.9,45.467,10.333,4.0,0.667,0.0
2007-06-19,845.2,188.166,240.26665,2.5652778,973.0,537.0,4391.0,8185.6665,45.467,10.333,4.0,0.667,0.0
2007-06-20,1074.286,227.302,240.15616,3.3068054,1761.0,2588.0,5106.0,8449.767,45.467,10.333,4.0,0.667,0.0
2007-06-21,806.946,222.546,240.57494,2.5008333,932.0,2400.0,3711.0,6406.1,45.467,10.333,4.0,0.667,0.0
2007-06-22,566.294,208.526,240.83563,1.8073611,0.0,951.0,3482.0,5005.2334,45.467,10.333,4.0,0.667,0.0
2007-06-23,477.566,193.12,240.31897,1.5356944,0.0,786.0,2402.0,4771.4336,45.467,10.333,4.0,0.667,0.0
2007-06-24,714.656,179.362,241.1322,2.207639,0.0,791.0,3449.0,7670.933,45.467,10.333,4.0,0.667,0.0
2007-06-25,1072.202,197.27,240.42227,3.25,1985.0,3621.0,4816.0,7448.033,45.467,10.333,4.0,0.667,0.0
2007-06-26,944.908,182.42,240.09451,2.8770833,971.0,1334.0,5231.0,8212.467,45.467,10.333,4.0,0.667,0.0
2007-06-27,1480.826,206.998,239.75842,4.429167,2603.0,6451.0,7270.0,8356.434,45.467,10.333,4.0,0.667,0.0
2007-06-28,1295.438,217.446,239.42368,3.8895833,0.0,4368.0,9541.0,7681.6333,45.467,10.333,4.0,0.667,0.0
2007-06-29,1304.442,206.194,240.17949,3.9405556,4363.0,667.0,6797.0,9913.7,45.467,10.333,4.0,0.667,0.0
2007-06-30,1335.314,188.354,240.01161,3.9715278,3049.0,792.0,8376.0,10038.233,45.467,10.333,4.0,0.667,0.0
2007-07-01,1026.664,172.448,240.06714,3.0806947,969.0,736.0,4690.0,10716.066,78.05,12.667,5.167,3.5,0.0
2007-07-02,967.032,176.924,240.67181,2.9277778,1018.0,5281.0,3445.0,6373.2,78.05,12.667,5.167,3.5,0.0
2007-07-03,1059.912,180.338,240.18694,3.2306945,467.0,3214.0,4695.0,9289.2,78.05,12.667,5.167,3.5,0.0
2007-07-04,1003.41,253.334,240.65964,3.0954165,2329.0,2218.0,5632.0,6544.5,78.05,12.667,5.167,3.5,0.0
2007-07-05,1057.29,246.716,240.44444,3.2331944,2922.0,770.0,3973.0,9956.5,78.05,12.667,5.167,3.5,0.0
2007-07-06,1069.524,219.35,240.59946,3.268611,2826.0,3563.0,4005.0,7431.4,78.05,12.667,5.167,3.5,0.0
2007-07-07,1358.206,214.044,239.91014,4.034861,997.0,3047.0,10177.0,8415.767,78.05,12.667,5.167,3.5,0.0
2007-07-08,1089.08,196.92,240.33888,3.2893057,1825.0,2831.0,5277.0,8218.333,78.05,12.667,5.167,3.5,0.0
2007-07-09,1180.158,172.422,240.61765,3.51625,923.0,594.0,9386.0,8766.3,78.05,12.667,5.167,3.5,0.0
2007-07-10,908.324,176.244,239.98305,2.786111,67.0,2227.0,4631.0,8213.733,78.05,12.667,5.167,3.5,0.0
2007-07-11,722.352,153.856,241.03003,2.1994443,1015.0,647.0,5284.0,5093.2,78.05,12.667,5.167,3.5,0.0
2007-07-12,1069.582,209.098,240.76463,3.233611,1029.0,2550.0,6419.0,7828.3667,78.05,12.667,5.167,3.5,0.0
2007-07-13,794.382,206.694,240.8548,2.4508333,0.0,633.0,4427.0,8179.7,78.05,12.667,5.167,3.5,0.0
